time,marker_id,description
0.0001552,101,Trash data in the TRIM period
3.0001552,102,Trash data in the TRIM period
3.0007007,10,Rest period started
6.0007007,20,Action period started
9.0007007,30,Release period started
12.0009243,10,Rest period started
15.0009243,20,Action period started
18.0009243,30,Release period started
21.0011463,10,Rest period started
24.0011463,20,Action period started
27.0011463,30,Release period started
30.0013421,10,Rest period started
33.0013421,20,Action period started
36.0013421,30,Release period started
39.001566,10,Rest period started
42.001566,20,Action period started
45.001566,30,Release period started
48.0017776,10,Rest period started
51.0017776,20,Action period started
54.0017776,30,Release period started
57.002074,10,Rest period started
60.002074,20,Action period started
63.002074,30,Release period started
66.0023117,10,Rest period started
69.0023117,20,Action period started
72.0023117,30,Release period started
75.0025517,10,Rest period started
78.0025517,20,Action period started
81.0025517,30,Release period started
84.0027737,10,Rest period started
87.0027737,20,Action period started
90.0027737,30,Release period started
93.0030407,10,Rest period started
96.0030407,20,Action period started
99.0030407,30,Release period started
102.0032957,10,Rest period started
105.0032957,20,Action period started
108.0032957,30,Release period started
111.0035156,10,Rest period started
114.0035156,20,Action period started
117.0035156,30,Release period started
120.0037051,10,Rest period started
123.0037051,20,Action period started
126.0037051,30,Release period started
129.003973,10,Rest period started
132.003973,20,Action period started
135.003973,30,Release period started
138.0042198,10,Rest period started
141.0042198,20,Action period started
144.0042198,30,Release period started
147.0044378,10,Rest period started
150.0044378,20,Action period started
153.0044378,30,Release period started
156.0046713,10,Rest period started
159.0046713,20,Action period started
162.0046713,30,Release period started
165.0049414,10,Rest period started
168.0049414,20,Action period started
171.0049414,30,Release period started
174.0052067,10,Rest period started
177.0052067,20,Action period started
180.0052067,30,Release period started
183.0055002,10,Rest period started
186.0055002,20,Action period started
189.0055002,30,Release period started
192.0057094,10,Rest period started
195.0057094,20,Action period started
198.0057094,30,Release period started
201.0060791,10,Rest period started
204.0060791,20,Action period started
207.0060791,30,Release period started
210.0063475,10,Rest period started
213.0063475,20,Action period started
216.0063475,30,Release period started
219.006655,10,Rest period started
222.006655,20,Action period started
225.006655,30,Release period started
228.0069162,10,Rest period started
231.0069162,20,Action period started
234.0069162,30,Release period started
237.0071179,10,Rest period started
240.0071179,20,Action period started
243.0071179,30,Release period started
246.0073324,10,Rest period started
249.0073324,20,Action period started
252.0073324,30,Release period started
255.007674,10,Rest period started
258.007674,20,Action period started
261.007674,30,Release period started
264.0079182,10,Rest period started
267.0079182,20,Action period started
270.0079182,30,Release period started
273.0080849,201,Trash data in the TRIM period
276.0080849,202,Trash data in the TRIM period
