time,marker_id,description
0.000353,101,Trash data in the TRIM period
3.000353,102,Trash data in the TRIM period
3.000934,10,Rest period started
6.000934,20,Action period started
9.000934,30,Release period started
12.0012859,10,Rest period started
15.0012859,20,Action period started
18.0012859,30,Release period started
21.0015473,10,Rest period started
24.0015473,20,Action period started
27.0015473,30,Release period started
30.0018241,10,Rest period started
33.0018241,20,Action period started
36.0018241,30,Release period started
39.0020458,10,Rest period started
42.0020458,20,Action period started
45.0020458,30,Release period started
48.0022992,10,Rest period started
51.0022992,20,Action period started
54.0022992,30,Release period started
57.002669,10,Rest period started
60.002669,20,Action period started
63.002669,30,Release period started
66.0029602,10,Rest period started
69.0029602,20,Action period started
72.0029602,30,Release period started
75.0032371,10,Rest period started
78.0032371,20,Action period started
81.0032371,30,Release period started
84.0034552,10,Rest period started
87.0034552,20,Action period started
90.0034552,30,Release period started
93.0037098,10,Rest period started
96.0037098,20,Action period started
99.0037098,30,Release period started
102.0039325,10,Rest period started
105.0039325,20,Action period started
108.0039325,30,Release period started
111.0041617,10,Rest period started
114.0041617,20,Action period started
117.0041617,30,Release period started
120.0044539,10,Rest period started
123.0044539,20,Action period started
126.0044539,30,Release period started
129.0047202,10,Rest period started
132.0047202,20,Action period started
135.0047202,30,Release period started
138.0049797,10,Rest period started
141.0049797,20,Action period started
144.0049797,30,Release period started
147.0051977,10,Rest period started
150.0051977,20,Action period started
153.0051977,30,Release period started
156.0054718,10,Rest period started
159.0054718,20,Action period started
162.0054718,30,Release period started
165.0057187,10,Rest period started
168.0057187,20,Action period started
171.0057187,30,Release period started
174.0059845,10,Rest period started
177.0059845,20,Action period started
180.0059845,30,Release period started
183.0062586,10,Rest period started
186.0062586,20,Action period started
189.0062586,30,Release period started
192.006503,10,Rest period started
195.006503,20,Action period started
198.006503,30,Release period started
201.0067485,10,Rest period started
204.0067485,20,Action period started
207.0067485,30,Release period started
210.0069851,10,Rest period started
213.0069851,20,Action period started
216.0069851,30,Release period started
219.0071853,10,Rest period started
222.0071853,20,Action period started
225.0071853,30,Release period started
228.0074569,10,Rest period started
231.0074569,20,Action period started
234.0074569,30,Release period started
237.0076649,10,Rest period started
240.0076649,20,Action period started
243.0076649,30,Release period started
246.0079273,10,Rest period started
249.0079273,20,Action period started
252.0079273,30,Release period started
255.0081723,10,Rest period started
258.0081723,20,Action period started
261.0081723,30,Release period started
264.0084731,10,Rest period started
267.0084731,20,Action period started
270.0084731,30,Release period started
273.0086677,201,Trash data in the TRIM period
276.0086677,202,Trash data in the TRIM period
