time,marker_id,description
0.0001834,101,Trash data in the TRIM period
3.0001834,102,Trash data in the TRIM period
3.0007765,10,Rest period started
6.0007765,20,Action period started
9.0007765,30,Release period started
12.0010767,10,Rest period started
15.0010767,20,Action period started
18.0010767,30,Release period started
21.0013822,10,Rest period started
24.0013822,20,Action period started
27.0013822,30,Release period started
30.001603,10,Rest period started
33.001603,20,Action period started
36.001603,30,Release period started
39.0018516,10,Rest period started
42.0018516,20,Action period started
45.0018516,30,Release period started
48.0020934,10,Rest period started
51.0020934,20,Action period started
54.0020934,30,Release period started
57.0023862,10,Rest period started
60.0023862,20,Action period started
63.0023862,30,Release period started
66.0027027,10,Rest period started
69.0027027,20,Action period started
72.0027027,30,Release period started
75.0029634,10,Rest period started
78.0029634,20,Action period started
81.0029634,30,Release period started
84.0032398,10,Rest period started
87.0032398,20,Action period started
90.0032398,30,Release period started
93.0035778,10,Rest period started
96.0035778,20,Action period started
99.0035778,30,Release period started
102.0039273,10,Rest period started
105.0039273,20,Action period started
108.0039273,30,Release period started
111.0041753,10,Rest period started
114.0041753,20,Action period started
117.0041753,30,Release period started
120.0044267,10,Rest period started
123.0044267,20,Action period started
126.0044267,30,Release period started
129.0046756,10,Rest period started
132.0046756,20,Action period started
135.0046756,30,Release period started
138.0048974,10,Rest period started
141.0048974,20,Action period started
144.0048974,30,Release period started
147.0052612,10,Rest period started
150.0052612,20,Action period started
153.0052612,30,Release period started
156.0055227,10,Rest period started
159.0055227,20,Action period started
162.0055227,30,Release period started
165.0057597,10,Rest period started
168.0057597,20,Action period started
171.0057597,30,Release period started
174.0060663,10,Rest period started
177.0060663,20,Action period started
180.0060663,30,Release period started
183.006333,10,Rest period started
186.006333,20,Action period started
189.006333,30,Release period started
192.0066188,10,Rest period started
195.0066188,20,Action period started
198.0066188,30,Release period started
201.0069306,10,Rest period started
204.0069306,20,Action period started
207.0069306,30,Release period started
210.0071444,10,Rest period started
213.0071444,20,Action period started
216.0071444,30,Release period started
219.0074795,10,Rest period started
222.0074795,20,Action period started
225.0074795,30,Release period started
228.0077194,10,Rest period started
231.0077194,20,Action period started
234.0077194,30,Release period started
237.0080059,10,Rest period started
240.0080059,20,Action period started
243.0080059,30,Release period started
246.008233,10,Rest period started
249.008233,20,Action period started
252.008233,30,Release period started
255.0084725,10,Rest period started
258.0084725,20,Action period started
261.0084725,30,Release period started
264.0087147,10,Rest period started
267.0087147,20,Action period started
270.0087147,30,Release period started
273.0088698,201,Trash data in the TRIM period
276.0088698,202,Trash data in the TRIM period
