time,marker_id,description
0.0001166,101,Trash data in the TRIM period
3.0001166,102,Trash data in the TRIM period
3.0006363,10,Rest period started
6.0006363,20,Action period started
9.0006363,30,Release period started
12.0009133,10,Rest period started
15.0009133,20,Action period started
18.0009133,30,Release period started
21.0011407,10,Rest period started
24.0011407,20,Action period started
27.0011407,30,Release period started
30.0014179,10,Rest period started
33.0014179,20,Action period started
36.0014179,30,Release period started
39.0017064,10,Rest period started
42.0017064,20,Action period started
45.0017064,30,Release period started
48.0020304,10,Rest period started
51.0020304,20,Action period started
54.0020304,30,Release period started
57.0023238,10,Rest period started
60.0023238,20,Action period started
63.0023238,30,Release period started
66.0025599,10,Rest period started
69.0025599,20,Action period started
72.0025599,30,Release period started
75.0027944,10,Rest period started
78.0027944,20,Action period started
81.0027944,30,Release period started
84.0032097,10,Rest period started
87.0032097,20,Action period started
90.0032097,30,Release period started
93.0034954,10,Rest period started
96.0034954,20,Action period started
99.0034954,30,Release period started
102.0037982,10,Rest period started
105.0037982,20,Action period started
108.0037982,30,Release period started
111.0041312,10,Rest period started
114.0041312,20,Action period started
117.0041312,30,Release period started
120.0044143,10,Rest period started
123.0044143,20,Action period started
126.0044143,30,Release period started
129.0046584,10,Rest period started
132.0046584,20,Action period started
135.0046584,30,Release period started
138.0049444,10,Rest period started
141.0049444,20,Action period started
144.0049444,30,Release period started
147.0052076,10,Rest period started
150.0052076,20,Action period started
153.0052076,30,Release period started
156.0055001,10,Rest period started
159.0055001,20,Action period started
162.0055001,30,Release period started
165.0057817,10,Rest period started
168.0057817,20,Action period started
171.0057817,30,Release period started
174.0060466,10,Rest period started
177.0060466,20,Action period started
180.0060466,30,Release period started
183.0063085,10,Rest period started
186.0063085,20,Action period started
189.0063085,30,Release period started
192.00656,10,Rest period started
195.00656,20,Action period started
198.00656,30,Release period started
201.0068626,10,Rest period started
204.0068626,20,Action period started
207.0068626,30,Release period started
210.0071867,10,Rest period started
213.0071867,20,Action period started
216.0071867,30,Release period started
219.0074438,10,Rest period started
222.0074438,20,Action period started
225.0074438,30,Release period started
228.0077251,10,Rest period started
231.0077251,20,Action period started
234.0077251,30,Release period started
237.0080427,10,Rest period started
240.0080427,20,Action period started
243.0080427,30,Release period started
246.0083399,10,Rest period started
249.0083399,20,Action period started
252.0083399,30,Release period started
255.0085847,10,Rest period started
258.0085847,20,Action period started
261.0085847,30,Release period started
264.0088026,10,Rest period started
267.0088026,20,Action period started
270.0088026,30,Release period started
273.0089964,201,Trash data in the TRIM period
276.0089964,202,Trash data in the TRIM period
