time,marker_id,description
0.0001214,101,Trash data in the TRIM period
3.0001214,102,Trash data in the TRIM period
3.0006849,10,Rest period started
6.0006849,20,Action period started
9.0006849,30,Release period started
12.0009006,10,Rest period started
15.0009006,20,Action period started
18.0009006,30,Release period started
21.0011742,10,Rest period started
24.0011742,20,Action period started
27.0011742,30,Release period started
30.0014494,10,Rest period started
33.0014494,20,Action period started
36.0014494,30,Release period started
39.0017272,10,Rest period started
42.0017272,20,Action period started
45.0017272,30,Release period started
48.0019942,10,Rest period started
51.0019942,20,Action period started
54.0019942,30,Release period started
57.002342,10,Rest period started
60.002342,20,Action period started
63.002342,30,Release period started
66.0026041,10,Rest period started
69.0026041,20,Action period started
72.0026041,30,Release period started
75.0028843,10,Rest period started
78.0028843,20,Action period started
81.0028843,30,Release period started
84.0031766,10,Rest period started
87.0031766,20,Action period started
90.0031766,30,Release period started
93.003433,10,Rest period started
96.003433,20,Action period started
99.003433,30,Release period started
102.0036963,10,Rest period started
105.0036963,20,Action period started
108.0036963,30,Release period started
111.0040103,10,Rest period started
114.0040103,20,Action period started
117.0040103,30,Release period started
120.004289,10,Rest period started
123.004289,20,Action period started
126.004289,30,Release period started
129.0045625,10,Rest period started
132.0045625,20,Action period started
135.0045625,30,Release period started
138.004844,10,Rest period started
141.004844,20,Action period started
144.004844,30,Release period started
147.005096,10,Rest period started
150.005096,20,Action period started
153.005096,30,Release period started
156.0053594,10,Rest period started
159.0053594,20,Action period started
162.0053594,30,Release period started
165.0056419,10,Rest period started
168.0056419,20,Action period started
171.0056419,30,Release period started
174.0059313,10,Rest period started
177.0059313,20,Action period started
180.0059313,30,Release period started
183.0061675,10,Rest period started
186.0061675,20,Action period started
189.0061675,30,Release period started
192.0064505,10,Rest period started
195.0064505,20,Action period started
198.0064505,30,Release period started
201.0067311,10,Rest period started
204.0067311,20,Action period started
207.0067311,30,Release period started
210.0069908,10,Rest period started
213.0069908,20,Action period started
216.0069908,30,Release period started
219.007242,10,Rest period started
222.007242,20,Action period started
225.007242,30,Release period started
228.0075125,10,Rest period started
231.0075125,20,Action period started
234.0075125,30,Release period started
237.0078279,10,Rest period started
240.0078279,20,Action period started
243.0078279,30,Release period started
246.0080764,10,Rest period started
249.0080764,20,Action period started
252.0080764,30,Release period started
255.0083219,10,Rest period started
258.0083219,20,Action period started
261.0083219,30,Release period started
264.0086648,10,Rest period started
267.0086648,20,Action period started
270.0086648,30,Release period started
273.0088926,201,Trash data in the TRIM period
276.0088926,202,Trash data in the TRIM period
