t_ms,encoder_count,position_rad,ADC_Index,ADC_Thumb,Voltage_Index,Voltage_Thumb,X_gauss,Y_gauss,Z_gauss,test
2,0,0.0,54,195,0.04351648351648351,0.15714285714285714,-0.168,0.416,-8.0,0
12,0,0.0,53,203,0.0427106227106227,0.1635897435897436,-0.168,0.416,-8.0,0
22,0,0.0,55,207,0.044322344322344324,0.1668131868131868,-0.168,0.416,-8.0,0
34,0,0.0,53,195,0.0427106227106227,0.15714285714285714,-0.168,0.416,-8.0,0
53,0,0.0,55,200,0.044322344322344324,0.16117216117216118,-0.168,0.416,-8.0,0
71,0,0.0,58,203,0.04673992673992673,0.1635897435897436,-0.168,0.416,-8.0,0
90,0,0.0,64,204,0.051575091575091575,0.16439560439560438,-0.168,0.416,-8.0,0
108,0,0.0,59,205,0.047545787545787546,0.1652014652014652,-0.168,0.416,-8.0,0
127,0,0.0,57,208,0.04593406593406593,0.1676190476190476,-0.168,0.416,-8.0,0
145,0,0.0,56,205,0.045128205128205125,0.1652014652014652,-0.168,0.416,-8.0,0
164,0,0.0,55,206,0.044322344322344324,0.16600732600732598,-0.168,0.416,-8.0,0
182,0,0.0,57,199,0.04593406593406593,0.16036630036630034,-0.168,0.416,-8.0,0
201,0,0.0,56,205,0.045128205128205125,0.1652014652014652,-0.168,0.416,-8.0,0
219,0,0.0,56,203,0.045128205128205125,0.1635897435897436,-0.168,0.416,-8.0,0
238,0,0.0,55,204,0.044322344322344324,0.16439560439560438,-0.168,0.416,-8.0,0
256,0,0.0,51,204,0.041098901098901096,0.16439560439560438,-0.168,0.416,-8.0,0
275,0,0.0,60,205,0.04835164835164835,0.1652014652014652,-0.168,0.416,-8.0,0
293,0,0.0,56,205,0.045128205128205125,0.1652014652014652,-0.168,0.416,-8.0,0
312,0,0.0,57,208,0.04593406593406593,0.1676190476190476,-0.168,0.416,-8.0,0
330,0,0.0,59,203,0.047545787545787546,0.1635897435897436,-0.168,0.416,-8.0,0
349,0,0.0,57,201,0.04593406593406593,0.16197802197802197,-0.168,0.416,-8.0,0
367,0,0.0,58,201,0.04673992673992673,0.16197802197802197,-0.168,0.416,-8.0,0
386,0,0.0,58,203,0.04673992673992673,0.1635897435897436,-0.168,0.416,-8.0,0
404,0,0.0,57,208,0.04593406593406593,0.1676190476190476,-0.168,0.416,-8.0,0
423,0,0.0,54,203,0.04351648351648351,0.1635897435897436,-0.168,0.416,-8.0,0
441,0,0.0,59,206,0.047545787545787546,0.16600732600732598,-0.168,0.416,-8.0,0
460,0,0.0,57,206,0.04593406593406593,0.16600732600732598,-0.168,0.416,-8.0,0
478,0,0.0,57,208,0.04593406593406593,0.1676190476190476,-0.168,0.416,-8.0,0
497,0,0.0,55,208,0.044322344322344324,0.1676190476190476,-0.168,0.416,-8.0,0
515,0,0.0,52,205,0.0419047619047619,0.1652014652014652,-0.168,0.416,-8.0,0
534,0,0.0,57,206,0.04593406593406593,0.16600732600732598,-0.168,0.416,-8.0,0
552,0,0.0,53,198,0.0427106227106227,0.15956043956043955,-0.168,0.416,-8.0,0
571,0,0.0,55,199,0.044322344322344324,0.16036630036630034,-0.168,0.416,-8.0,0
589,0,0.0,54,202,0.04351648351648351,0.16278388278388276,-0.168,0.416,-8.0,0
608,0,0.0,51,208,0.041098901098901096,0.1676190476190476,-0.168,0.416,-8.0,0
627,0,0.0,49,202,0.03948717948717948,0.16278388278388276,-0.168,0.416,-8.0,0
645,0,0.0,57,198,0.04593406593406593,0.15956043956043955,-0.168,0.416,-8.0,0
664,0,0.0,53,208,0.0427106227106227,0.1676190476190476,-0.168,0.416,-8.0,0
682,0,0.0,50,206,0.040293040293040296,0.16600732600732598,-0.168,0.416,-8.0,0
701,0,0.0,54,208,0.04351648351648351,0.1676190476190476,-0.168,0.416,-8.0,0
719,0,0.0,56,202,0.045128205128205125,0.16278388278388276,-0.168,0.416,-8.0,0
738,0,0.0,54,202,0.04351648351648351,0.16278388278388276,-0.168,0.416,-8.0,0
756,0,0.0,55,204,0.044322344322344324,0.16439560439560438,-0.168,0.408,-8.0,0
775,0,0.0,54,208,0.04351648351648351,0.1676190476190476,-0.168,0.416,-8.0,0
793,0,0.0,59,200,0.047545787545787546,0.16117216117216118,-0.168,0.416,-8.0,0
812,0,0.0,55,207,0.044322344322344324,0.1668131868131868,-0.168,0.416,-8.0,0
830,0,0.0,54,199,0.04351648351648351,0.16036630036630034,-0.168,0.416,-8.0,0
849,0,0.0,53,206,0.0427106227106227,0.16600732600732598,-0.168,0.416,-8.0,0
867,0,0.0,54,205,0.04351648351648351,0.1652014652014652,-0.168,0.416,-8.0,0
886,0,0.0,55,208,0.044322344322344324,0.1676190476190476,-0.168,0.416,-8.0,0
904,0,0.0,51,203,0.041098901098901096,0.1635897435897436,-0.168,0.416,-8.0,0
923,0,0.0,55,208,0.044322344322344324,0.1676190476190476,-0.168,0.416,-8.0,0
941,0,0.0,58,206,0.04673992673992673,0.16600732600732598,-0.168,0.416,-8.0,0
960,0,0.0,55,206,0.044322344322344324,0.16600732600732598,-0.168,0.416,-8.0,0
978,0,0.0,59,208,0.047545787545787546,0.1676190476190476,-0.168,0.416,-8.0,0
997,0,0.0,55,208,0.044322344322344324,0.1676190476190476,-0.168,0.416,-8.0,0
1015,0,0.0,55,206,0.044322344322344324,0.16600732600732598,-0.168,0.416,-8.0,0
1034,0,0.0,60,206,0.04835164835164835,0.16600732600732598,-0.168,0.416,-8.0,0
1052,0,0.0,49,206,0.03948717948717948,0.16600732600732598,-0.168,0.416,-8.0,0
1071,0,0.0,51,205,0.041098901098901096,0.1652014652014652,-0.168,0.416,-8.0,0
1089,0,0.0,54,202,0.04351648351648351,0.16278388278388276,-0.168,0.408,-8.0,0
1125,28,0.11775715435142464,55,208,0.044322344322344324,0.1676190476190476,-0.168,0.416,-8.0,1
1162,84,0.3532714630542739,57,208,0.04593406593406593,0.1676190476190476,-0.168,0.416,-8.0,1
1199,145,0.6098138350341633,54,207,0.04351648351648351,0.1668131868131868,-0.16,0.416,-8.0,1
1236,208,0.8747674323248688,54,208,0.04351648351648351,0.1676190476190476,-0.16,0.416,-8.0,1
1273,272,1.1439266422709822,55,203,0.044322344322344324,0.1635897435897436,-0.152,0.416,-8.0,1
1310,335,1.4088802395616877,55,208,0.044322344322344324,0.1676190476190476,-0.144,0.416,-8.0,1
1348,398,1.6738338368523933,55,192,0.044322344322344324,0.1547252747252747,-0.144,0.416,-8.0,1
1385,460,1.9345818214876906,53,201,0.0427106227106227,0.16197802197802197,-0.144,0.416,-8.0,1
1422,521,2.19112419346758,51,199,0.041098901098901096,0.16036630036630034,-0.136,0.416,-8.0,1
1459,582,2.4476665654474696,54,198,0.04351648351648351,0.15956043956043955,-0.136,0.416,-8.0,1
1496,643,2.704208937427359,56,196,0.045128205128205125,0.15794871794871793,-0.128,0.416,-8.0,1
1533,703,2.9565456967518404,53,197,0.0427106227106227,0.15875457875457874,-0.12,0.416,-8.0,1
1570,761,3.2004712307655057,48,191,0.038681318681318674,0.1539194139194139,-0.112,0.416,-8.0,1
1607,820,3.448602377434579,41,177,0.03304029304029304,0.14263736263736265,-0.104,0.408,-8.0,1
1644,877,3.688322298792836,33,182,0.02659340659340659,0.14666666666666667,-0.104,0.408,-8.0,1
1681,935,3.9322478328065014,27,182,0.021758241758241755,0.14666666666666667,-0.104,0.408,-8.0,1
1718,992,4.171967754164759,11,178,0.008864468864468863,0.14344322344322344,-0.104,0.408,-8.0,1
1755,1048,4.407482062867608,12,177,0.009670329670329669,0.14263736263736265,-0.104,0.408,-8.0,1
1792,1103,4.638790758915049,0,174,0.0,0.1402197802197802,-0.12,0.408,-8.0,1
1829,1158,4.8700994549624905,0,171,0.0,0.1378021978021978,-0.176,0.4,-8.0,1
1866,1212,5.097202538354524,0,167,0.0,0.1345787545787546,-0.232,0.4,-8.0,1
1903,1267,5.328511234401965,0,165,0.0,0.13296703296703297,-0.336,0.392,-8.0,1
1940,1322,5.5598199304494065,0,158,0.0,0.12732600732600732,-0.392,0.392,-8.0,1
1977,1376,5.78692301384144,0,161,0.0,0.12974358974358974,-0.456,0.392,-8.0,1
2014,1430,6.014026097233473,7,152,0.005641025641025641,0.12249084249084248,-0.536,0.384,-8.0,1
2051,1483,6.2369235679700985,0,161,0.0,0.12974358974358974,-0.6,0.384,-8.0,1
2088,1534,6.451409813395907,0,156,0.0,0.1257142857142857,-0.664,0.384,-8.0,1
2125,1585,6.665896058821716,4,149,0.0032234432234432234,0.12007326007326007,-0.776,0.376,-8.0,1
2162,1635,6.876176691592118,0,150,0.0,0.12087912087912088,-0.896,0.368,-8.0,1
2199,1685,7.086457324362519,0,128,0.0,0.10315018315018315,-0.968,0.368,-8.0,1
2236,1736,7.300943569788328,14,147,0.011282051282051281,0.11846153846153845,-1.032,0.36,-8.0,1
2273,1786,7.511224202558729,7,153,0.005641025641025641,0.1232967032967033,-1.288,0.352,-8.0,1
2310,1835,7.717299222673723,7,148,0.005641025641025641,0.11926739926739927,-1.496,0.352,-8.0,1
2347,1884,7.923374242788715,0,135,0.0,0.1087912087912088,-1.56,0.344,-8.0,1
2384,1931,8.121038037592893,16,132,0.012893772893772894,0.10637362637362636,-1.672,0.336,-8.0,1
2421,1977,8.314496219741661,19,133,0.01531135531135531,0.10717948717948718,-1.888,0.328,-8.0,1
