time,marker_id,description
0.0001123,101,Trash data in the TRIM period
3.0001123,102,Trash data in the TRIM period
3.0007221,10,Rest period started
6.0007221,20,Action period started
9.0007221,30,Release period started
12.0009705,10,Rest period started
15.0009705,20,Action period started
18.0009705,30,Release period started
21.0012081,10,Rest period started
24.0012081,20,Action period started
27.0012081,30,Release period started
30.0014274,10,Rest period started
33.0014274,20,Action period started
36.0014274,30,Release period started
39.0016908,10,Rest period started
42.0016908,20,Action period started
45.0016908,30,Release period started
48.0019901,10,Rest period started
51.0019901,20,Action period started
54.0019901,30,Release period started
57.0023089,10,Rest period started
60.0023089,20,Action period started
63.0023089,30,Release period started
66.0026029,10,Rest period started
69.0026029,20,Action period started
72.0026029,30,Release period started
75.0029305,10,Rest period started
78.0029305,20,Action period started
81.0029305,30,Release period started
84.0031821,10,Rest period started
87.0031821,20,Action period started
90.0031821,30,Release period started
93.0034866,10,Rest period started
96.0034866,20,Action period started
99.0034866,30,Release period started
102.0037526,10,Rest period started
105.0037526,20,Action period started
108.0037526,30,Release period started
111.004047,10,Rest period started
114.004047,20,Action period started
117.004047,30,Release period started
120.004309,10,Rest period started
123.004309,20,Action period started
126.004309,30,Release period started
129.0045747,10,Rest period started
132.0045747,20,Action period started
135.0045747,30,Release period started
138.0048368,10,Rest period started
141.0048368,20,Action period started
144.0048368,30,Release period started
147.0051295,10,Rest period started
150.0051295,20,Action period started
153.0051295,30,Release period started
156.0053592,10,Rest period started
159.0053592,20,Action period started
162.0053592,30,Release period started
165.0057166,10,Rest period started
168.0057166,20,Action period started
171.0057166,30,Release period started
174.0060351,10,Rest period started
177.0060351,20,Action period started
180.0060351,30,Release period started
183.0063163,10,Rest period started
186.0063163,20,Action period started
189.0063163,30,Release period started
192.0066134,10,Rest period started
195.0066134,20,Action period started
198.0066134,30,Release period started
201.0069194,10,Rest period started
204.0069194,20,Action period started
207.0069194,30,Release period started
210.0072165,10,Rest period started
213.0072165,20,Action period started
216.0072165,30,Release period started
219.0075704,10,Rest period started
222.0075704,20,Action period started
225.0075704,30,Release period started
228.0078249,10,Rest period started
231.0078249,20,Action period started
234.0078249,30,Release period started
237.00806,10,Rest period started
240.00806,20,Action period started
243.00806,30,Release period started
246.0082939,10,Rest period started
249.0082939,20,Action period started
252.0082939,30,Release period started
255.0085504,10,Rest period started
258.0085504,20,Action period started
261.0085504,30,Release period started
264.0088286,10,Rest period started
267.0088286,20,Action period started
270.0088286,30,Release period started
273.0090823,201,Trash data in the TRIM period
276.0090823,202,Trash data in the TRIM period
