time,marker_id,description
0.0001307,101,Trash data in the TRIM period
3.0001307,102,Trash data in the TRIM period
3.0007407,10,Rest period started
6.0007407,20,Action period started
9.0007407,30,Release period started
12.0010743,10,Rest period started
15.0010743,20,Action period started
18.0010743,30,Release period started
21.0013225,10,Rest period started
24.0013225,20,Action period started
27.0013225,30,Release period started
30.0015676,10,Rest period started
33.0015676,20,Action period started
36.0015676,30,Release period started
39.0018129,10,Rest period started
42.0018129,20,Action period started
45.0018129,30,Release period started
48.0020458,10,Rest period started
51.0020458,20,Action period started
54.0020458,30,Release period started
57.0023223,10,Rest period started
60.0023223,20,Action period started
63.0023223,30,Release period started
66.0025567,10,Rest period started
69.0025567,20,Action period started
72.0025567,30,Release period started
75.0028373,10,Rest period started
78.0028373,20,Action period started
81.0028373,30,Release period started
84.0031283,10,Rest period started
87.0031283,20,Action period started
90.0031283,30,Release period started
93.0033312,10,Rest period started
96.0033312,20,Action period started
99.0033312,30,Release period started
102.0035647,10,Rest period started
105.0035647,20,Action period started
108.0035647,30,Release period started
111.0038773,10,Rest period started
114.0038773,20,Action period started
117.0038773,30,Release period started
120.0040834,10,Rest period started
123.0040834,20,Action period started
126.0040834,30,Release period started
129.0043398,10,Rest period started
132.0043398,20,Action period started
135.0043398,30,Release period started
138.0046547,10,Rest period started
141.0046547,20,Action period started
144.0046547,30,Release period started
147.0048705,10,Rest period started
150.0048705,20,Action period started
153.0048705,30,Release period started
156.0050828,10,Rest period started
159.0050828,20,Action period started
162.0050828,30,Release period started
165.0053434,10,Rest period started
168.0053434,20,Action period started
171.0053434,30,Release period started
174.0057338,10,Rest period started
177.0057338,20,Action period started
180.0057338,30,Release period started
183.0059651,10,Rest period started
186.0059651,20,Action period started
189.0059651,30,Release period started
192.0062779,10,Rest period started
195.0062779,20,Action period started
198.0062779,30,Release period started
201.0065184,10,Rest period started
204.0065184,20,Action period started
207.0065184,30,Release period started
210.0067097,10,Rest period started
213.0067097,20,Action period started
216.0067097,30,Release period started
219.0069991,10,Rest period started
222.0069991,20,Action period started
225.0069991,30,Release period started
228.0072477,10,Rest period started
231.0072477,20,Action period started
234.0072477,30,Release period started
237.0074862,10,Rest period started
240.0074862,20,Action period started
243.0074862,30,Release period started
246.0077754,10,Rest period started
249.0077754,20,Action period started
252.0077754,30,Release period started
255.0080459,10,Rest period started
258.0080459,20,Action period started
261.0080459,30,Release period started
264.0082546,10,Rest period started
267.0082546,20,Action period started
270.0082546,30,Release period started
273.0084159,201,Trash data in the TRIM period
276.0084159,202,Trash data in the TRIM period
