time,marker_id,description
0.0001502,101,Trash data in the TRIM period
3.0001502,102,Trash data in the TRIM period
3.0007506,10,Rest period started
6.0007506,20,Action period started
9.0007506,30,Release period started
12.0009702,10,Rest period started
15.0009702,20,Action period started
18.0009702,30,Release period started
21.0012305,10,Rest period started
24.0012305,20,Action period started
27.0012305,30,Release period started
30.0015544,10,Rest period started
33.0015544,20,Action period started
36.0015544,30,Release period started
39.0017491,10,Rest period started
42.0017491,20,Action period started
45.0017491,30,Release period started
48.0020323,10,Rest period started
51.0020323,20,Action period started
54.0020323,30,Release period started
57.0023046,10,Rest period started
60.0023046,20,Action period started
63.0023046,30,Release period started
66.0025735,10,Rest period started
69.0025735,20,Action period started
72.0025735,30,Release period started
75.0029266,10,Rest period started
78.0029266,20,Action period started
81.0029266,30,Release period started
84.0031735,10,Rest period started
87.0031735,20,Action period started
90.0031735,30,Release period started
93.0034104,10,Rest period started
96.0034104,20,Action period started
99.0034104,30,Release period started
102.0037514,10,Rest period started
105.0037514,20,Action period started
108.0037514,30,Release period started
111.0040488,10,Rest period started
114.0040488,20,Action period started
117.0040488,30,Release period started
120.0042714,10,Rest period started
123.0042714,20,Action period started
126.0042714,30,Release period started
129.0045231,10,Rest period started
132.0045231,20,Action period started
135.0045231,30,Release period started
138.0048326,10,Rest period started
141.0048326,20,Action period started
144.0048326,30,Release period started
147.0050752,10,Rest period started
150.0050752,20,Action period started
153.0050752,30,Release period started
156.0053629,10,Rest period started
159.0053629,20,Action period started
162.0053629,30,Release period started
165.0056303,10,Rest period started
168.0056303,20,Action period started
171.0056303,30,Release period started
174.0059121,10,Rest period started
177.0059121,20,Action period started
180.0059121,30,Release period started
183.0061698,10,Rest period started
186.0061698,20,Action period started
189.0061698,30,Release period started
192.0064614,10,Rest period started
195.0064614,20,Action period started
198.0064614,30,Release period started
201.0067736,10,Rest period started
204.0067736,20,Action period started
207.0067736,30,Release period started
210.0070221,10,Rest period started
213.0070221,20,Action period started
216.0070221,30,Release period started
219.0073306,10,Rest period started
222.0073306,20,Action period started
225.0073306,30,Release period started
228.0075963,10,Rest period started
231.0075963,20,Action period started
234.0075963,30,Release period started
237.0078752,10,Rest period started
240.0078752,20,Action period started
243.0078752,30,Release period started
246.0081152,10,Rest period started
249.0081152,20,Action period started
252.0081152,30,Release period started
255.008439,10,Rest period started
258.008439,20,Action period started
261.008439,30,Release period started
264.0087837,10,Rest period started
267.0087837,20,Action period started
270.0087837,30,Release period started
273.0090348,201,Trash data in the TRIM period
276.0090348,202,Trash data in the TRIM period
