time,marker_id,description
0.0001431,101,Trash data in the TRIM period
3.0001431,102,Trash data in the TRIM period
3.0006742,10,Rest period started
6.0006742,20,Action period started
9.0006742,30,Release period started
12.0009036,10,Rest period started
15.0009036,20,Action period started
18.0009036,30,Release period started
21.0012286,10,Rest period started
24.0012286,20,Action period started
27.0012286,30,Release period started
30.0015311,10,Rest period started
33.0015311,20,Action period started
36.0015311,30,Release period started
39.0018728,10,Rest period started
42.0018728,20,Action period started
45.0018728,30,Release period started
48.0022243,10,Rest period started
51.0022243,20,Action period started
54.0022243,30,Release period started
57.0025043,10,Rest period started
60.0025043,20,Action period started
63.0025043,30,Release period started
66.0028145,10,Rest period started
69.0028145,20,Action period started
72.0028145,30,Release period started
75.0030745,10,Rest period started
78.0030745,20,Action period started
81.0030745,30,Release period started
84.0033036,10,Rest period started
87.0033036,20,Action period started
90.0033036,30,Release period started
93.0036062,10,Rest period started
96.0036062,20,Action period started
99.0036062,30,Release period started
102.0039584,10,Rest period started
105.0039584,20,Action period started
108.0039584,30,Release period started
111.0041954,10,Rest period started
114.0041954,20,Action period started
117.0041954,30,Release period started
120.0044789,10,Rest period started
123.0044789,20,Action period started
126.0044789,30,Release period started
129.0047447,10,Rest period started
132.0047447,20,Action period started
135.0047447,30,Release period started
138.004985,10,Rest period started
141.004985,20,Action period started
144.004985,30,Release period started
147.0052369,10,Rest period started
150.0052369,20,Action period started
153.0052369,30,Release period started
156.0055131,10,Rest period started
159.0055131,20,Action period started
162.0055131,30,Release period started
165.0057349,10,Rest period started
168.0057349,20,Action period started
171.0057349,30,Release period started
174.0060895,10,Rest period started
177.0060895,20,Action period started
180.0060895,30,Release period started
183.0063897,10,Rest period started
186.0063897,20,Action period started
189.0063897,30,Release period started
192.0066802,10,Rest period started
195.0066802,20,Action period started
198.0066802,30,Release period started
201.0069539,10,Rest period started
204.0069539,20,Action period started
207.0069539,30,Release period started
210.0072398,10,Rest period started
213.0072398,20,Action period started
216.0072398,30,Release period started
219.0074779,10,Rest period started
222.0074779,20,Action period started
225.0074779,30,Release period started
228.00769,10,Rest period started
231.00769,20,Action period started
234.00769,30,Release period started
237.0079963,10,Rest period started
240.0079963,20,Action period started
243.0079963,30,Release period started
246.0082669,10,Rest period started
249.0082669,20,Action period started
252.0082669,30,Release period started
255.0085147,10,Rest period started
258.0085147,20,Action period started
261.0085147,30,Release period started
264.0088552,10,Rest period started
267.0088552,20,Action period started
270.0088552,30,Release period started
273.0091112,201,Trash data in the TRIM period
276.0091112,202,Trash data in the TRIM period
