time,marker_id,description
0.0001677,101,Trash data in the TRIM period
3.0001677,102,Trash data in the TRIM period
3.0007082,10,Rest period started
6.0007082,20,Action period started
9.0007082,30,Release period started
12.0009851,10,Rest period started
15.0009851,20,Action period started
18.0009851,30,Release period started
21.004935,10,Rest period started
24.004935,20,Action period started
27.004935,30,Release period started
30.0051708,10,Rest period started
33.0051708,20,Action period started
36.0051708,30,Release period started
39.0055269,10,Rest period started
42.0055269,20,Action period started
45.0055269,30,Release period started
48.0058016,10,Rest period started
51.0058016,20,Action period started
54.0058016,30,Release period started
57.0060517,10,Rest period started
60.0060517,20,Action period started
63.0060517,30,Release period started
66.0063308,10,Rest period started
69.0063308,20,Action period started
72.0063308,30,Release period started
75.0066201,10,Rest period started
78.0066201,20,Action period started
81.0066201,30,Release period started
84.0068604,10,Rest period started
87.0068604,20,Action period started
90.0068604,30,Release period started
93.0071702,10,Rest period started
96.0071702,20,Action period started
99.0071702,30,Release period started
102.007415,10,Rest period started
105.007415,20,Action period started
108.007415,30,Release period started
111.0077032,10,Rest period started
114.0077032,20,Action period started
117.0077032,30,Release period started
120.0079427,10,Rest period started
123.0079427,20,Action period started
126.0079427,30,Release period started
129.0082311,10,Rest period started
132.0082311,20,Action period started
135.0082311,30,Release period started
138.0085078,10,Rest period started
141.0085078,20,Action period started
144.0085078,30,Release period started
147.0087776,10,Rest period started
150.0087776,20,Action period started
153.0087776,30,Release period started
156.0091113,10,Rest period started
159.0091113,20,Action period started
162.0091113,30,Release period started
165.0093711,10,Rest period started
168.0093711,20,Action period started
171.0093711,30,Release period started
174.0096195,10,Rest period started
177.0096195,20,Action period started
180.0096195,30,Release period started
183.0098917,10,Rest period started
186.0098917,20,Action period started
189.0098917,30,Release period started
192.0101335,10,Rest period started
195.0101335,20,Action period started
198.0101335,30,Release period started
201.0104351,10,Rest period started
204.0104351,20,Action period started
207.0104351,30,Release period started
210.0106739,10,Rest period started
213.0106739,20,Action period started
216.0106739,30,Release period started
219.0109596,10,Rest period started
222.0109596,20,Action period started
225.0109596,30,Release period started
228.0111895,10,Rest period started
231.0111895,20,Action period started
234.0111895,30,Release period started
237.0114263,10,Rest period started
240.0114263,20,Action period started
243.0114263,30,Release period started
246.0116346,10,Rest period started
249.0116346,20,Action period started
252.0116346,30,Release period started
255.0118877,10,Rest period started
258.0118877,20,Action period started
261.0118877,30,Release period started
264.0121655,10,Rest period started
267.0121655,20,Action period started
270.0121655,30,Release period started
273.012371,201,Trash data in the TRIM period
276.012371,202,Trash data in the TRIM period
