time,marker_id,description
0.0002725,101,Trash data in the TRIM period
3.0002725,102,Trash data in the TRIM period
3.000899,10,Rest period started
6.000899,20,Action period started
9.000899,30,Release period started
12.0011593,10,Rest period started
15.0011593,20,Action period started
18.0011593,30,Release period started
21.0014863,10,Rest period started
24.0014863,20,Action period started
27.0014863,30,Release period started
30.0017684,10,Rest period started
33.0017684,20,Action period started
36.0017684,30,Release period started
39.0020812,10,Rest period started
42.0020812,20,Action period started
45.0020812,30,Release period started
48.0023644,10,Rest period started
51.0023644,20,Action period started
54.0023644,30,Release period started
57.0026499,10,Rest period started
60.0026499,20,Action period started
63.0026499,30,Release period started
66.0029627,10,Rest period started
69.0029627,20,Action period started
72.0029627,30,Release period started
75.003161,10,Rest period started
78.003161,20,Action period started
81.003161,30,Release period started
84.0034746,10,Rest period started
87.0034746,20,Action period started
90.0034746,30,Release period started
93.0038025,10,Rest period started
96.0038025,20,Action period started
99.0038025,30,Release period started
102.0040715,10,Rest period started
105.0040715,20,Action period started
108.0040715,30,Release period started
111.0043679,10,Rest period started
114.0043679,20,Action period started
117.0043679,30,Release period started
120.0046613,10,Rest period started
123.0046613,20,Action period started
126.0046613,30,Release period started
129.0049255,10,Rest period started
132.0049255,20,Action period started
135.0049255,30,Release period started
138.0052336,10,Rest period started
141.0052336,20,Action period started
144.0052336,30,Release period started
147.0055199,10,Rest period started
150.0055199,20,Action period started
153.0055199,30,Release period started
156.0057682,10,Rest period started
159.0057682,20,Action period started
162.0057682,30,Release period started
165.0060055,10,Rest period started
168.0060055,20,Action period started
171.0060055,30,Release period started
174.0062474,10,Rest period started
177.0062474,20,Action period started
180.0062474,30,Release period started
183.0065266,10,Rest period started
186.0065266,20,Action period started
189.0065266,30,Release period started
192.006803,10,Rest period started
195.006803,20,Action period started
198.006803,30,Release period started
201.0070515,10,Rest period started
204.0070515,20,Action period started
207.0070515,30,Release period started
210.0073044,10,Rest period started
213.0073044,20,Action period started
216.0073044,30,Release period started
219.0076003,10,Rest period started
222.0076003,20,Action period started
225.0076003,30,Release period started
228.0079691,10,Rest period started
231.0079691,20,Action period started
234.0079691,30,Release period started
237.0082803,10,Rest period started
240.0082803,20,Action period started
243.0082803,30,Release period started
246.0085347,10,Rest period started
249.0085347,20,Action period started
252.0085347,30,Release period started
255.0088147,10,Rest period started
258.0088147,20,Action period started
261.0088147,30,Release period started
264.0091774,10,Rest period started
267.0091774,20,Action period started
270.0091774,30,Release period started
273.0094172,201,Trash data in the TRIM period
276.0094172,202,Trash data in the TRIM period
