time,marker_id,description
0.0002532,101,Trash data in the TRIM period
3.0002532,102,Trash data in the TRIM period
3.0008155,10,Rest period started
6.0008155,20,Action period started
9.0008155,30,Release period started
12.0010597,10,Rest period started
15.0010597,20,Action period started
18.0010597,30,Release period started
21.0012912,10,Rest period started
24.0012912,20,Action period started
27.0012912,30,Release period started
30.0015313,10,Rest period started
33.0015313,20,Action period started
36.0015313,30,Release period started
39.0017823,10,Rest period started
42.0017823,20,Action period started
45.0017823,30,Release period started
48.0020203,10,Rest period started
51.0020203,20,Action period started
54.0020203,30,Release period started
57.0022777,10,Rest period started
60.0022777,20,Action period started
63.0022777,30,Release period started
66.0025727,10,Rest period started
69.0025727,20,Action period started
72.0025727,30,Release period started
75.0027829,10,Rest period started
78.0027829,20,Action period started
81.0027829,30,Release period started
84.0030878,10,Rest period started
87.0030878,20,Action period started
90.0030878,30,Release period started
93.0033636,10,Rest period started
96.0033636,20,Action period started
99.0033636,30,Release period started
102.0036184,10,Rest period started
105.0036184,20,Action period started
108.0036184,30,Release period started
111.0039218,10,Rest period started
114.0039218,20,Action period started
117.0039218,30,Release period started
120.0041543,10,Rest period started
123.0041543,20,Action period started
126.0041543,30,Release period started
129.0044023,10,Rest period started
132.0044023,20,Action period started
135.0044023,30,Release period started
138.0046533,10,Rest period started
141.0046533,20,Action period started
144.0046533,30,Release period started
147.005057,10,Rest period started
150.005057,20,Action period started
153.005057,30,Release period started
156.0053172,10,Rest period started
159.0053172,20,Action period started
162.0053172,30,Release period started
165.0055895,10,Rest period started
168.0055895,20,Action period started
171.0055895,30,Release period started
174.0058492,10,Rest period started
177.0058492,20,Action period started
180.0058492,30,Release period started
183.0061659,10,Rest period started
186.0061659,20,Action period started
189.0061659,30,Release period started
192.0064415,10,Rest period started
195.0064415,20,Action period started
198.0064415,30,Release period started
201.0067017,10,Rest period started
204.0067017,20,Action period started
207.0067017,30,Release period started
210.0069302,10,Rest period started
213.0069302,20,Action period started
216.0069302,30,Release period started
219.0071237,10,Rest period started
222.0071237,20,Action period started
225.0071237,30,Release period started
228.0073947,10,Rest period started
231.0073947,20,Action period started
234.0073947,30,Release period started
237.0076663,10,Rest period started
240.0076663,20,Action period started
243.0076663,30,Release period started
246.0079595,10,Rest period started
249.0079595,20,Action period started
252.0079595,30,Release period started
255.0082481,10,Rest period started
258.0082481,20,Action period started
261.0082481,30,Release period started
264.0084948,10,Rest period started
267.0084948,20,Action period started
270.0084948,30,Release period started
273.0086676,201,Trash data in the TRIM period
276.0086676,202,Trash data in the TRIM period
