time,marker_id,description
0.0001712,101,Trash data in the TRIM period
3.0001712,102,Trash data in the TRIM period
3.0008476,10,Rest period started
6.0008476,20,Action period started
9.0008476,30,Release period started
12.0010872,10,Rest period started
15.0010872,20,Action period started
18.0010872,30,Release period started
21.001612,10,Rest period started
24.001612,20,Action period started
27.001612,30,Release period started
30.0019605,10,Rest period started
33.0019605,20,Action period started
36.0019605,30,Release period started
39.0022391,10,Rest period started
42.0022391,20,Action period started
45.0022391,30,Release period started
48.0025661,10,Rest period started
51.0025661,20,Action period started
54.0025661,30,Release period started
57.0028211,10,Rest period started
60.0028211,20,Action period started
63.0028211,30,Release period started
66.0031055,10,Rest period started
69.0031055,20,Action period started
72.0031055,30,Release period started
75.0033453,10,Rest period started
78.0033453,20,Action period started
81.0033453,30,Release period started
84.0036251,10,Rest period started
87.0036251,20,Action period started
90.0036251,30,Release period started
93.0038774,10,Rest period started
96.0038774,20,Action period started
99.0038774,30,Release period started
102.0042225,10,Rest period started
105.0042225,20,Action period started
108.0042225,30,Release period started
111.0051795,10,Rest period started
114.0051795,20,Action period started
117.0051795,30,Release period started
120.0054234,10,Rest period started
123.0054234,20,Action period started
126.0054234,30,Release period started
129.0057072,10,Rest period started
132.0057072,20,Action period started
135.0057072,30,Release period started
138.0059702,10,Rest period started
141.0059702,20,Action period started
144.0059702,30,Release period started
147.0062271,10,Rest period started
150.0062271,20,Action period started
153.0062271,30,Release period started
156.0065357,10,Rest period started
159.0065357,20,Action period started
162.0065357,30,Release period started
165.0069631,10,Rest period started
168.0069631,20,Action period started
171.0069631,30,Release period started
174.0072205,10,Rest period started
177.0072205,20,Action period started
180.0072205,30,Release period started
183.0074902,10,Rest period started
186.0074902,20,Action period started
189.0074902,30,Release period started
192.0078159,10,Rest period started
195.0078159,20,Action period started
198.0078159,30,Release period started
201.0080848,10,Rest period started
204.0080848,20,Action period started
207.0080848,30,Release period started
210.0084034,10,Rest period started
213.0084034,20,Action period started
216.0084034,30,Release period started
219.0086544,10,Rest period started
222.0086544,20,Action period started
225.0086544,30,Release period started
228.0089136,10,Rest period started
231.0089136,20,Action period started
234.0089136,30,Release period started
237.0091852,10,Rest period started
240.0091852,20,Action period started
243.0091852,30,Release period started
246.0094978,10,Rest period started
249.0094978,20,Action period started
252.0094978,30,Release period started
255.009754,10,Rest period started
258.009754,20,Action period started
261.009754,30,Release period started
264.0101004,10,Rest period started
267.0101004,20,Action period started
270.0101004,30,Release period started
273.0109754,201,Trash data in the TRIM period
276.0109754,202,Trash data in the TRIM period
