time,marker_id,description
0.0001653,101,Trash data in the TRIM period
3.0001653,102,Trash data in the TRIM period
3.0007575,10,Rest period started
6.0007575,20,Action period started
9.0007575,30,Release period started
12.0010451,10,Rest period started
15.0010451,20,Action period started
18.0010451,30,Release period started
21.0012764,10,Rest period started
24.0012764,20,Action period started
27.0012764,30,Release period started
30.0015507,10,Rest period started
33.0015507,20,Action period started
36.0015507,30,Release period started
39.0017766,10,Rest period started
42.0017766,20,Action period started
45.0017766,30,Release period started
48.0020523,10,Rest period started
51.0020523,20,Action period started
54.0020523,30,Release period started
57.002278,10,Rest period started
60.002278,20,Action period started
63.002278,30,Release period started
66.0025864,10,Rest period started
69.0025864,20,Action period started
72.0025864,30,Release period started
75.0028337,10,Rest period started
78.0028337,20,Action period started
81.0028337,30,Release period started
84.0031033,10,Rest period started
87.0031033,20,Action period started
90.0031033,30,Release period started
93.0034043,10,Rest period started
96.0034043,20,Action period started
99.0034043,30,Release period started
102.003659,10,Rest period started
105.003659,20,Action period started
108.003659,30,Release period started
111.0039173,10,Rest period started
114.0039173,20,Action period started
117.0039173,30,Release period started
120.0041839,10,Rest period started
123.0041839,20,Action period started
126.0041839,30,Release period started
129.0044038,10,Rest period started
132.0044038,20,Action period started
135.0044038,30,Release period started
138.0046669,10,Rest period started
141.0046669,20,Action period started
144.0046669,30,Release period started
147.0049015,10,Rest period started
150.0049015,20,Action period started
153.0049015,30,Release period started
156.0051335,10,Rest period started
159.0051335,20,Action period started
162.0051335,30,Release period started
165.0053479,10,Rest period started
168.0053479,20,Action period started
171.0053479,30,Release period started
174.0056039,10,Rest period started
177.0056039,20,Action period started
180.0056039,30,Release period started
183.0058242,10,Rest period started
186.0058242,20,Action period started
189.0058242,30,Release period started
192.006049,10,Rest period started
195.006049,20,Action period started
198.006049,30,Release period started
201.0063137,10,Rest period started
204.0063137,20,Action period started
207.0063137,30,Release period started
210.0066343,10,Rest period started
213.0066343,20,Action period started
216.0066343,30,Release period started
219.0068856,10,Rest period started
222.0068856,20,Action period started
225.0068856,30,Release period started
228.0072264,10,Rest period started
231.0072264,20,Action period started
234.0072264,30,Release period started
237.0074526,10,Rest period started
240.0074526,20,Action period started
243.0074526,30,Release period started
246.0077014,10,Rest period started
249.0077014,20,Action period started
252.0077014,30,Release period started
255.0080109,10,Rest period started
258.0080109,20,Action period started
261.0080109,30,Release period started
264.0082525,10,Rest period started
267.0082525,20,Action period started
270.0082525,30,Release period started
273.0084505,201,Trash data in the TRIM period
276.0084505,202,Trash data in the TRIM period
