time,marker_id,description
0.0002123,101,Trash data in the TRIM period
3.0002123,102,Trash data in the TRIM period
3.0008591,10,Rest period started
6.0008591,20,Action period started
9.0008591,30,Release period started
12.0010803,10,Rest period started
15.0010803,20,Action period started
18.0010803,30,Release period started
21.0013962,10,Rest period started
24.0013962,20,Action period started
27.0013962,30,Release period started
30.0016288,10,Rest period started
33.0016288,20,Action period started
36.0016288,30,Release period started
39.0019423,10,Rest period started
42.0019423,20,Action period started
45.0019423,30,Release period started
48.0021616,10,Rest period started
51.0021616,20,Action period started
54.0021616,30,Release period started
57.0024556,10,Rest period started
60.0024556,20,Action period started
63.0024556,30,Release period started
66.0027871,10,Rest period started
69.0027871,20,Action period started
72.0027871,30,Release period started
75.003017,10,Rest period started
78.003017,20,Action period started
81.003017,30,Release period started
84.0033265,10,Rest period started
87.0033265,20,Action period started
90.0033265,30,Release period started
93.0035567,10,Rest period started
96.0035567,20,Action period started
99.0035567,30,Release period started
102.0038177,10,Rest period started
105.0038177,20,Action period started
108.0038177,30,Release period started
111.004066,10,Rest period started
114.004066,20,Action period started
117.004066,30,Release period started
120.0042978,10,Rest period started
123.0042978,20,Action period started
126.0042978,30,Release period started
129.0046158,10,Rest period started
132.0046158,20,Action period started
135.0046158,30,Release period started
138.0048781,10,Rest period started
141.0048781,20,Action period started
144.0048781,30,Release period started
147.0051435,10,Rest period started
150.0051435,20,Action period started
153.0051435,30,Release period started
156.0053923,10,Rest period started
159.0053923,20,Action period started
162.0053923,30,Release period started
165.0056454,10,Rest period started
168.0056454,20,Action period started
171.0056454,30,Release period started
174.0058746,10,Rest period started
177.0058746,20,Action period started
180.0058746,30,Release period started
183.0061503,10,Rest period started
186.0061503,20,Action period started
189.0061503,30,Release period started
192.0063728,10,Rest period started
195.0063728,20,Action period started
198.0063728,30,Release period started
201.006611,10,Rest period started
204.006611,20,Action period started
207.006611,30,Release period started
210.0069395,10,Rest period started
213.0069395,20,Action period started
216.0069395,30,Release period started
219.0072447,10,Rest period started
222.0072447,20,Action period started
225.0072447,30,Release period started
228.0075241,10,Rest period started
231.0075241,20,Action period started
234.0075241,30,Release period started
237.0077918,10,Rest period started
240.0077918,20,Action period started
243.0077918,30,Release period started
246.0080454,10,Rest period started
249.0080454,20,Action period started
252.0080454,30,Release period started
255.0082713,10,Rest period started
258.0082713,20,Action period started
261.0082713,30,Release period started
264.0085109,10,Rest period started
267.0085109,20,Action period started
270.0085109,30,Release period started
273.0087206,201,Trash data in the TRIM period
276.0087206,202,Trash data in the TRIM period
