time,marker_id,description
0.0001898,101,Trash data in the TRIM period
3.0001898,102,Trash data in the TRIM period
3.0007191,10,Rest period started
6.0007191,20,Action period started
9.0007191,30,Release period started
12.0009442,10,Rest period started
15.0009442,20,Action period started
18.0009442,30,Release period started
21.0011403,10,Rest period started
24.0011403,20,Action period started
27.0011403,30,Release period started
30.0013579,10,Rest period started
33.0013579,20,Action period started
36.0013579,30,Release period started
39.0016168,10,Rest period started
42.0016168,20,Action period started
45.0016168,30,Release period started
48.0018593,10,Rest period started
51.0018593,20,Action period started
54.0018593,30,Release period started
57.0021261,10,Rest period started
60.0021261,20,Action period started
63.0021261,30,Release period started
66.0024031,10,Rest period started
69.0024031,20,Action period started
72.0024031,30,Release period started
75.0026363,10,Rest period started
78.0026363,20,Action period started
81.0026363,30,Release period started
84.0028382,10,Rest period started
87.0028382,20,Action period started
90.0028382,30,Release period started
93.0031053,10,Rest period started
96.0031053,20,Action period started
99.0031053,30,Release period started
102.0033354,10,Rest period started
105.0033354,20,Action period started
108.0033354,30,Release period started
111.003595,10,Rest period started
114.003595,20,Action period started
117.003595,30,Release period started
120.003799,10,Rest period started
123.003799,20,Action period started
126.003799,30,Release period started
129.0041361,10,Rest period started
132.0041361,20,Action period started
135.0041361,30,Release period started
138.0044155,10,Rest period started
141.0044155,20,Action period started
144.0044155,30,Release period started
147.0046548,10,Rest period started
150.0046548,20,Action period started
153.0046548,30,Release period started
156.0048869,10,Rest period started
159.0048869,20,Action period started
162.0048869,30,Release period started
165.0051161,10,Rest period started
168.0051161,20,Action period started
171.0051161,30,Release period started
174.0053442,10,Rest period started
177.0053442,20,Action period started
180.0053442,30,Release period started
183.0055597,10,Rest period started
186.0055597,20,Action period started
189.0055597,30,Release period started
192.0057979,10,Rest period started
195.0057979,20,Action period started
198.0057979,30,Release period started
201.0060421,10,Rest period started
204.0060421,20,Action period started
207.0060421,30,Release period started
210.0063628,10,Rest period started
213.0063628,20,Action period started
216.0063628,30,Release period started
219.0066666,10,Rest period started
222.0066666,20,Action period started
225.0066666,30,Release period started
228.0069982,10,Rest period started
231.0069982,20,Action period started
234.0069982,30,Release period started
237.0072757,10,Rest period started
240.0072757,20,Action period started
243.0072757,30,Release period started
246.0075335,10,Rest period started
249.0075335,20,Action period started
252.0075335,30,Release period started
255.0077447,10,Rest period started
258.0077447,20,Action period started
261.0077447,30,Release period started
264.007964,10,Rest period started
267.007964,20,Action period started
270.007964,30,Release period started
273.0081531,201,Trash data in the TRIM period
276.0081531,202,Trash data in the TRIM period
