time,marker_id,description
0.0001107,101,Trash data in the TRIM period
3.0001107,102,Trash data in the TRIM period
3.0006309,10,Rest period started
6.0006309,20,Action period started
9.0006309,30,Release period started
12.0008941,10,Rest period started
15.0008941,20,Action period started
18.0008941,30,Release period started
21.0011369,10,Rest period started
24.0011369,20,Action period started
27.0011369,30,Release period started
30.0014312,10,Rest period started
33.0014312,20,Action period started
36.0014312,30,Release period started
39.0016423,10,Rest period started
42.0016423,20,Action period started
45.0016423,30,Release period started
48.0018868,10,Rest period started
51.0018868,20,Action period started
54.0018868,30,Release period started
57.0021359,10,Rest period started
60.0021359,20,Action period started
63.0021359,30,Release period started
66.0024399,10,Rest period started
69.0024399,20,Action period started
72.0024399,30,Release period started
75.0027041,10,Rest period started
78.0027041,20,Action period started
81.0027041,30,Release period started
84.0029487,10,Rest period started
87.0029487,20,Action period started
90.0029487,30,Release period started
93.0380136,10,Rest period started
96.0380136,20,Action period started
99.0380136,30,Release period started
102.0383515,10,Rest period started
105.0383515,20,Action period started
108.0383515,30,Release period started
111.0385988,10,Rest period started
114.0385988,20,Action period started
117.0385988,30,Release period started
120.0388944,10,Rest period started
123.0388944,20,Action period started
126.0388944,30,Release period started
129.0391315,10,Rest period started
132.0391315,20,Action period started
135.0391315,30,Release period started
138.0394836,10,Rest period started
141.0394836,20,Action period started
144.0394836,30,Release period started
147.0397547,10,Rest period started
150.0397547,20,Action period started
153.0397547,30,Release period started
156.0399773,10,Rest period started
159.0399773,20,Action period started
162.0399773,30,Release period started
165.0402194,10,Rest period started
168.0402194,20,Action period started
171.0402194,30,Release period started
174.0404988,10,Rest period started
177.0404988,20,Action period started
180.0404988,30,Release period started
183.0407318,10,Rest period started
186.0407318,20,Action period started
189.0407318,30,Release period started
192.0409926,10,Rest period started
195.0409926,20,Action period started
198.0409926,30,Release period started
201.0412472,10,Rest period started
204.0412472,20,Action period started
207.0412472,30,Release period started
210.041491,10,Rest period started
213.041491,20,Action period started
216.041491,30,Release period started
219.0417808,10,Rest period started
222.0417808,20,Action period started
225.0417808,30,Release period started
228.0420131,10,Rest period started
231.0420131,20,Action period started
234.0420131,30,Release period started
237.0422723,10,Rest period started
240.0422723,20,Action period started
243.0422723,30,Release period started
246.0425921,10,Rest period started
249.0425921,20,Action period started
252.0425921,30,Release period started
255.0428789,10,Rest period started
258.0428789,20,Action period started
261.0428789,30,Release period started
264.0431297,10,Rest period started
267.0431297,20,Action period started
270.0431297,30,Release period started
273.0433031,201,Trash data in the TRIM period
276.0433031,202,Trash data in the TRIM period
