time,marker_id,description
0.0001556,101,Trash data in the TRIM period
3.0001556,102,Trash data in the TRIM period
3.0007268,10,Rest period started
6.0007268,20,Action period started
9.0007268,30,Release period started
12.0009633,10,Rest period started
15.0009633,20,Action period started
18.0009633,30,Release period started
21.0012342,10,Rest period started
24.0012342,20,Action period started
27.0012342,30,Release period started
30.001496,10,Rest period started
33.001496,20,Action period started
36.001496,30,Release period started
39.0017992,10,Rest period started
42.0017992,20,Action period started
45.0017992,30,Release period started
48.0020475,10,Rest period started
51.0020475,20,Action period started
54.0020475,30,Release period started
57.0022859,10,Rest period started
60.0022859,20,Action period started
63.0022859,30,Release period started
66.0025399,10,Rest period started
69.0025399,20,Action period started
72.0025399,30,Release period started
75.0027969,10,Rest period started
78.0027969,20,Action period started
81.0027969,30,Release period started
84.0031272,10,Rest period started
87.0031272,20,Action period started
90.0031272,30,Release period started
93.0033526,10,Rest period started
96.0033526,20,Action period started
99.0033526,30,Release period started
102.0036035,10,Rest period started
105.0036035,20,Action period started
108.0036035,30,Release period started
111.003819,10,Rest period started
114.003819,20,Action period started
117.003819,30,Release period started
120.0040753,10,Rest period started
123.0040753,20,Action period started
126.0040753,30,Release period started
129.0043467,10,Rest period started
132.0043467,20,Action period started
135.0043467,30,Release period started
138.0046232,10,Rest period started
141.0046232,20,Action period started
144.0046232,30,Release period started
147.0050005,10,Rest period started
150.0050005,20,Action period started
153.0050005,30,Release period started
156.0052389,10,Rest period started
159.0052389,20,Action period started
162.0052389,30,Release period started
165.0055241,10,Rest period started
168.0055241,20,Action period started
171.0055241,30,Release period started
174.0057552,10,Rest period started
177.0057552,20,Action period started
180.0057552,30,Release period started
183.0059686,10,Rest period started
186.0059686,20,Action period started
189.0059686,30,Release period started
192.0061734,10,Rest period started
195.0061734,20,Action period started
198.0061734,30,Release period started
201.0064479,10,Rest period started
204.0064479,20,Action period started
207.0064479,30,Release period started
210.0066687,10,Rest period started
213.0066687,20,Action period started
216.0066687,30,Release period started
219.0069315,10,Rest period started
222.0069315,20,Action period started
225.0069315,30,Release period started
228.0071778,10,Rest period started
231.0071778,20,Action period started
234.0071778,30,Release period started
237.0074647,10,Rest period started
240.0074647,20,Action period started
243.0074647,30,Release period started
246.0077433,10,Rest period started
249.0077433,20,Action period started
252.0077433,30,Release period started
255.0079867,10,Rest period started
258.0079867,20,Action period started
261.0079867,30,Release period started
264.0082293,10,Rest period started
267.0082293,20,Action period started
270.0082293,30,Release period started
273.0084047,201,Trash data in the TRIM period
276.0084047,202,Trash data in the TRIM period
