time,marker_id,description
0.0002866,101,Trash data in the TRIM period
3.0002866,102,Trash data in the TRIM period
3.0008703,10,Rest period started
6.0008703,20,Action period started
9.0008703,30,Release period started
12.0010878,10,Rest period started
15.0010878,20,Action period started
18.0010878,30,Release period started
21.0013438,10,Rest period started
24.0013438,20,Action period started
27.0013438,30,Release period started
30.0016253,10,Rest period started
33.0016253,20,Action period started
36.0016253,30,Release period started
39.0019161,10,Rest period started
42.0019161,20,Action period started
45.0019161,30,Release period started
48.0021539,10,Rest period started
51.0021539,20,Action period started
54.0021539,30,Release period started
57.0024196,10,Rest period started
60.0024196,20,Action period started
63.0024196,30,Release period started
66.0026557,10,Rest period started
69.0026557,20,Action period started
72.0026557,30,Release period started
75.0028843,10,Rest period started
78.0028843,20,Action period started
81.0028843,30,Release period started
84.0031486,10,Rest period started
87.0031486,20,Action period started
90.0031486,30,Release period started
93.0034012,10,Rest period started
96.0034012,20,Action period started
99.0034012,30,Release period started
102.0036569,10,Rest period started
105.0036569,20,Action period started
108.0036569,30,Release period started
111.0039432,10,Rest period started
114.0039432,20,Action period started
117.0039432,30,Release period started
120.0043439,10,Rest period started
123.0043439,20,Action period started
126.0043439,30,Release period started
129.0046193,10,Rest period started
132.0046193,20,Action period started
135.0046193,30,Release period started
138.0048954,10,Rest period started
141.0048954,20,Action period started
144.0048954,30,Release period started
147.0051854,10,Rest period started
150.0051854,20,Action period started
153.0051854,30,Release period started
156.0054233,10,Rest period started
159.0054233,20,Action period started
162.0054233,30,Release period started
165.0057878,10,Rest period started
168.0057878,20,Action period started
171.0057878,30,Release period started
174.0060783,10,Rest period started
177.0060783,20,Action period started
180.0060783,30,Release period started
183.006337,10,Rest period started
186.006337,20,Action period started
189.006337,30,Release period started
192.0066471,10,Rest period started
195.0066471,20,Action period started
198.0066471,30,Release period started
201.0068982,10,Rest period started
204.0068982,20,Action period started
207.0068982,30,Release period started
210.0071938,10,Rest period started
213.0071938,20,Action period started
216.0071938,30,Release period started
219.0074245,10,Rest period started
222.0074245,20,Action period started
225.0074245,30,Release period started
228.0077099,10,Rest period started
231.0077099,20,Action period started
234.0077099,30,Release period started
237.008075,10,Rest period started
240.008075,20,Action period started
243.008075,30,Release period started
246.0083224,10,Rest period started
249.0083224,20,Action period started
252.0083224,30,Release period started
255.0085522,10,Rest period started
258.0085522,20,Action period started
261.0085522,30,Release period started
264.0087805,10,Rest period started
267.0087805,20,Action period started
270.0087805,30,Release period started
273.0089706,201,Trash data in the TRIM period
276.0089706,202,Trash data in the TRIM period
