time,marker_id,description
0.0002512,101,Trash data in the TRIM period
3.0002512,102,Trash data in the TRIM period
3.0008067,10,Rest period started
6.0008067,20,Action period started
9.0008067,30,Release period started
12.0010647,10,Rest period started
15.0010647,20,Action period started
18.0010647,30,Release period started
21.0013402,10,Rest period started
24.0013402,20,Action period started
27.0013402,30,Release period started
30.0015784,10,Rest period started
33.0015784,20,Action period started
36.0015784,30,Release period started
39.0018146,10,Rest period started
42.0018146,20,Action period started
45.0018146,30,Release period started
48.0020787,10,Rest period started
51.0020787,20,Action period started
54.0020787,30,Release period started
57.0023795,10,Rest period started
60.0023795,20,Action period started
63.0023795,30,Release period started
66.0027536,10,Rest period started
69.0027536,20,Action period started
72.0027536,30,Release period started
75.0029727,10,Rest period started
78.0029727,20,Action period started
81.0029727,30,Release period started
84.0033994,10,Rest period started
87.0033994,20,Action period started
90.0033994,30,Release period started
93.0036467,10,Rest period started
96.0036467,20,Action period started
99.0036467,30,Release period started
102.0039197,10,Rest period started
105.0039197,20,Action period started
108.0039197,30,Release period started
111.0041378,10,Rest period started
114.0041378,20,Action period started
117.0041378,30,Release period started
120.0043664,10,Rest period started
123.0043664,20,Action period started
126.0043664,30,Release period started
129.0046431,10,Rest period started
132.0046431,20,Action period started
135.0046431,30,Release period started
138.0048949,10,Rest period started
141.0048949,20,Action period started
144.0048949,30,Release period started
147.0051436,10,Rest period started
150.0051436,20,Action period started
153.0051436,30,Release period started
156.0054133,10,Rest period started
159.0054133,20,Action period started
162.0054133,30,Release period started
165.0056839,10,Rest period started
168.0056839,20,Action period started
171.0056839,30,Release period started
174.0059671,10,Rest period started
177.0059671,20,Action period started
180.0059671,30,Release period started
183.0061974,10,Rest period started
186.0061974,20,Action period started
189.0061974,30,Release period started
192.0064331,10,Rest period started
195.0064331,20,Action period started
198.0064331,30,Release period started
201.0066563,10,Rest period started
204.0066563,20,Action period started
207.0066563,30,Release period started
210.0068754,10,Rest period started
213.0068754,20,Action period started
216.0068754,30,Release period started
219.0071139,10,Rest period started
222.0071139,20,Action period started
225.0071139,30,Release period started
228.0073678,10,Rest period started
231.0073678,20,Action period started
234.0073678,30,Release period started
237.0076896,10,Rest period started
240.0076896,20,Action period started
243.0076896,30,Release period started
246.0080246,10,Rest period started
249.0080246,20,Action period started
252.0080246,30,Release period started
255.0082981,10,Rest period started
258.0082981,20,Action period started
261.0082981,30,Release period started
264.0085409,10,Rest period started
267.0085409,20,Action period started
270.0085409,30,Release period started
273.0087185,201,Trash data in the TRIM period
276.0087185,202,Trash data in the TRIM period
